movieid,title,year,director,actor1,actor2,actor3,actor4,actor5,plot
89281,Birdemic: Shock and Terror,2010,James Nguyen,Whitney Moore,Alan Bagh,Stephen Gustavson,Damien Carter,Tippi Hedren,"Birdemic: Shock and Terror is a 2008 American independent romantic horror film written, directed, and produced by James Nguyen, and starring Alan Bagh and Whitney Moore. Wikipedia"
93320,Trailer Park Boys,1999,Mike Clattenburg,John Paul Tremblay,Robb Wells,Lucy DeCoutere,Patrick Roach,Cory Bowles,
95446,Tin Toy,1988,John Lasseter,,,,,,
96020,Sidewalls ,2011,,,,,,,
99005,Fire with Fire,2012,David Barrett,Bruce Willis,Josh Duhamel,Rosario Dawson,Vincent D'Onofrio,50 Cent,"Jeremy, a firefighter, witnesses a murder at a convenience store by a dreaded criminal named Hagan. After a failed witness protection programme, he decides to fight Hagan and protect his loved ones."
100356,Now Is Good,2012,Ol Parker,Dakota Fanning,Jeremy Irvine,Kaya Scodelario,Paddy Considine,Olivia Williams,Tessa (Dakota Fanning) makes a list of things she wants to do before she passes away from leukemia. Topping the list is her desire to lose her virginity.
106983,Young & Beautiful,2013,,,,,,,
113207,Get on Up,2014,Tate Taylor,Chadwick Boseman,Nelsan Ellis,Viola Davis,Dan Aykroyd,Octavia Spencer,James Brown struggles to overcome the challenges of poverty and misfortune to emerge as one of the most successful musicians of his time.
134,Sonic Outlaws,1995,Craig Baldwin,Casey Kasem,Mark Hosler,John Oswald,Don Joyce,Lloyd Dunn,Filmmaker Craig Baldwin examines multimedia plagiarism and copyright infringement.
284,New York Cop ,1993,,,,,,,
657,Yankee Zulu,1994,,,,,,,
773,Touki Bouki,1973,Djibril Diop MambÃ©ty,Black Girl,Ceddo,Faat KinÃ©,Tableau Ferraille,The Little Girl Who Sold the...,A cowherd and a university student plan different con schemes to escape to France.
1165,"Bloody Child, The",1996,Nina Menkes,,,,,,
1522,Ripe,1996,Mo Ogrodnik,Monica Keena,Daisy Eagan,Gordon Currie,Karen Lynn Gorney,Ron Brice,"When their parents are killed in a car crash, twin sisters (Monica Keena, Daisy Eagan) live wildly and head for Kentucky."
1714,Never Met Picasso,1996,Stephen Kijak,Alexis Arquette,Margot Kidder,Georgia Ragsdale,Don McKellar,Keith David,A gay artist (Alexis Arquette) living with his actress mother (Margot Kidder) struggles for success in art and love.
1782,Little City,1998,,,,,,,
2631,Frogs for Snakes,1998,Amos Poe,Barbara Hershey,Lisa Marie,Justin Theroux,Ron Perlman,Robbie Coltrane,A loan shark (Robbie Coltrane) promises his actress/waitress/collector (Barbara Hershey) spouse that she can be a housewife after one final job.
5201,Eaten Alive ,1980,Umberto Lenzi,Paola Senatore,Me Me Lai,Robert Kerman,Janet Ã…gren,Ivan Rassimov,"A woman's search for her missing sister leads her to the jungles of New Guinea, where she and an expatriate guide encounter a cult leader and flesh-hungry natives."
5624,Just a Kiss,2002,Fisher Stevens,Marisa Tomei,Ron Eldard,Kyra Sedgwick,Marley Shelton,Patrick Breen,"To cheat or not to cheat? That is the question that faces two city couples: commercial director Dag (Ron Eldard) and his down-to-earth girlfriend Halley (Kyra Sedgwick) ; and peanut-butter mascot Peter (Patrick Breen) and his Prozac-popping girlfriend Rebecca (Marley Shelton). One illicit kiss sends a group of young Manhattanites on a wild ride into the dark side of modern romantic neuroses. In this 21st century metropolis, fate, lust and loss sometimes dangerously, often comically, collide.â€?Â More"
5695,To the Devil a Daughter,1976,Peter Sykes,Nastassja Kinski,Christopher Lee,Richard Widmark,Honor Blackman,Denholm Elliott,An officially banned priest sets up a satanic cult which looks like a church from outside.  He convinces a man to sign over his daughter's soul to become the devil's representative on earth.
6075,"Simple-Minded Murder, The ",1982,,,,,,,
6277,Winter Kills,1979,William Richert,Jeff Bridges,Belinda Bauer,John Huston,Elizabeth Taylor,Anthony Perkins,"Inspired by the conspiracy theories surrounding John F. Kennedy's assassination, this comic thriller follows Nick Kegan (Jeff Bridges), the younger brother of a U.S. president killed 19 years earlier. After finding a man claiming to be his brother's second assassin, Nick begins an intricate investigation into the secrets behind the murder. But Nick runs into trouble when his controlling father (John Huston) tries to keep him from uncovering the truth.â€?Â More"
6415,Intervista,1987,Federico Fellini,Federico Fellini,Anita Ekberg,Marcello Mastroianni,Sergio Rubini,Antonella Ponziani,Fellini takes a Japanese film crew on a trip down memory lane as he prepares his next project in this mock-documentary.
6499,Orphans of the Storm,1921,D. W. Griffith,Lillian Gish,Dorothy Gish,Joseph Schildkraut,Lucille La Verne,Frank Losee,"In this silent film, two sisters, one of them blind, fight to find each other during the French Revolution."
6637,Thrashin',1986,David Winters,Josh Brolin,Brooke McCarter,Robert Rusler,Pamela Gidley,Tony Alva,"Two skateboarding gangs battle each other for supremacy, and a member of one gang falls in love with the sister of his rival. Will Hook approve of Cory's relationship with his sister?"
6835,Alien Contamination,1980,Luigi Cozzi,Ian McCulloch,Louise Marleau,Marino MasÃ©,Gisela Hahn,Siegfried Rauch,Contamination is a 1980 Italian-West German science fiction-horror film directed by Luigi Cozzi and starring Ian McCulloch. The film is about an alien cyclops which causes a man to place eggs all over earth. Wikipedia
7106,Black and White in Color ,1976,,,,,,,
7921,"Devil's Rain, The",1975,Robert Fuest,William Shatner,Ernest Borgnine,John Travolta,Tom Skerritt,Ida Lupino,A murdered family's patriarch seeks revenge upon an Arizona coven that captures souls and worships Satan.
7995,"Wild Angels, The",1966,Roger Corman,Peter Fonda,Nancy Sinatra,Bruce Dern,Diane Ladd,Michael J. Pollard,"A small group, Angels, blames the Mexicans in a repair shop for the theft of their friend Loser's motorbike. The two squads lock horns with each other. The cops arrive and catch hold of the Angels."
8149,"Atlantis, the Lost Continent",1961,George Pal,Joyce Taylor,Sal Ponti,John Dall,Edward Platt,William Smith,"After Greek fisherman Demetrios (Anthony Hall) rescues Princess Antillia (Joyce Taylor) at sea, he returns her to her home country of Atlantis. Once there, he is enslaved due to the evil machinations of Zaren (John Dall). Using sorcery, Zaren has made the inhabitants of Atlantis into slaves for mining crystals, which will then be used for a death ray to take over the world. Demetrios finds an allay in Azor (Edward Platt), a high priest who helps fight back against Zaren.â€?Â More"
8392,Fool for Love,1985,Robert Altman,Sam Shepard,Kim Basinger,Harry Dean Stanton,Randy Quaid,Sura Cox,"A women waiting for her boyfriend in a run-down motel, encounters an old flame. He threatens to undermine her efforts and tries to drag her back into the life that she is trying to escape from."
8397,"Playboys, The",1992,Gillies MacKinnon,Robin Wright,Aidan Quinn,Albert Finney,Milo O'Shea,Alan Devlin,"A young, freethinking woman scandalizes her provincial Irish village in the 1950s by having a child out of wedlock, and refuses to name the father."
8619,Sister My Sister,1994,Nancy Meckler,Jodhi May,Joely Richardson,Julie Walters,Sophie Thursfield,,
8660,"Deluge, The ",1974,Jerzy Hoffman,Daniel Olbrychski,MaÅ‚gorzata Braunek,Tadeusz ÅÅomnicki,Leszek TeleszyÅ„ski,Kazimierz Wichniarz,"During the 17th century, citizens of the Polish-Lithuanian Commonwealth suffer devastating losses as they battle against Swedish invaders."
8696,Breezy,1973,Clint Eastwood,Kay Lenz,William Holden,Roger C. Carmel,Joan Hotchkis,Marj Dusay,"Divorced and creeping past middle age, real estate agent Frank Harmon (William Holden) isn't interested in falling in love anymore. But when he reluctantly picks up impoverished teenage hitchhiker Breezy (Kay Lenz) outside his Los Angeles home, she manages to break through his gruff facade. Before long, she moves in with him, and the two enjoy an unlikely romance despite their difference in age and beliefs. Problems arise, however, when Frank's peers become critical of his new relationship.â€?Â More"
8829,Benji: Off the Leash!,2004,Joe Camp,Nick Whitaker,Chris Kendrick,Nate Bynum,Randall Newsome,Lincoln Hoppe,"Young Colby (Nick Whitaker) rescues a puppy from his abusive dog-breeding stepfather, Hatchett (Chris Kendrick). Under Colby's care, the canine grows up to be handsome Benji, the mongrel hero. Benji soon teams up with Lizard Tongue, a local stray, to rescue his mother before she dies of overbreeding. As Benji and his friend try to get his mother away from Hatchett, they must avoid animal-control officers Sheldon (Duane Stephens) and Livingston (Randall Newsome).â€?Â More"
8834,"Cookout, The",2004,Lance Rivera,Queen Latifah,Ja Rule,Farrah Fawcett,Quran Pender,Meagan Good,"Todd signs a million dollar deal with his home-town soccer team. To celebrate he throws a party. But when new and old friends collide, things go crazy."
8996,Stateside,2004,Reverge Anselmo,Rachael Leigh Cook,Val Kilmer,Jonathan Tucker,Agnes Bruckner,Carrie Fisher,"A young man and woman with different backgrounds find their lives crossing in this drama, which is loosely based on a true story. An aspiring performer, Dori (Rachael Leigh Cook) suffers from schizophrenia and is institutionalized. Circumstances result in her meeting Mark (Jonathan Tucker), a wealthy but troubled youth who must serve in the Marines after his role in a serious accident. Although Dori and Mark are separated, they remain committed to having a relationship.â€?Â More"
26565,Asterix in Britain ,1986,,,,,,,
26728,Guilty by Suspicion,1991,Irwin Winkler,Robert De Niro,Annette Bening,Martin Scorsese,George Wendt,Patricia Wettig,"When director David Merrill (Robert De Niro) returns to the United States from Paris, he is called before the House Un-American Activities Committee. Though he is not a communist, he refuses to cooperate in order to protect his friend, screenwriter Bunny Baxter (George Wendt). Merrill faces severe repercussions, however, and is blacklisted. Already on rocky terms with his wife, Ruth (Annette Bening) and unable to work in film, theater or advertising, Merrill starts to waver in his principles.â€?Â More"
27646,Soldier's Girl,2003,Frank Pierson,Lee Pace,Troy Garity,Shawn Hatosy,Andre Braugher,Dan Petronijevic,"In 1997, new Army recruit Barry Winchell (Troy Garity) is assigned to a base in Tennessee. He quickly befriends the quick-tempered Justin Fisher (Shawn Hatosy), who struggles with drug problems. One night, they venture out to a local bar hosting a drag show. Calpernia Addams (Lee Pace), a transsexual drag queen, fascinates Barry, and they strike up a relationship. As Barry and Calpernia grow closer, Justin becomes bitter and recruits another soldier (Philip Eddolls) to help get revenge.â€?Â More"
27758,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",2003,,,,,,,
27811,Buddy,2003,Morten Tyldum,Aksel Hennie,Nicolai Cleve Broch,Anders Baasmo Christiansen,Pia Tjelta,Janne Formoe,A man (Nicolai Cleve Broch) and his roommate (Aksel Hennie) become famous for recording public stunts.
27887,Cruel Intentions 3,2004,Scott Ziehl,Kristina Anapau,Kerr Smith,Natalie Ramsey,Nathan Wetherington,Melissa Yvonne Lewis,Three manipulative students make nasty bets to ruin the lives of their fellow classmates. The winner takes all in this game of seduction and revenge whereas the loser gets imprisoned for life.
32659,Tanguy,2001,Ã‰tienne Chatiliez,AndrÃ© Dussollier,Sabine AzÃ©ma,Ã‰ric Berger,HÃ©lÃ¨ne Duc,Jeanâ€‘Paul Rouve,"A brilliant 28-year-old student (Eric Berger) infuriates his parents (Sabine AzÃ©ma, AndrÃ© Dussollier) by continuing to live in their house."
33294,Vampire Hunter D,1985,Toyoo Ashida,Kaneto Shiozawa,Michie Tomizawa,SeizÅç KatÅç,IchirÅç Nagai,Satoko KitÃ´,"In this animated film, the future is bleak for the world's remaining humans, who inhabit a vast wasteland and spend the majority of their time trying to outrun vicious vampires and other demonic beings. A supernaturally skilled swordsman known simply as D (Kaneto Shiozawa), who is part vampire himself, is hired by mortals to track down the villainous Count Magnus Lee (SeizÃ´ KatÃ´), who recently attacked a local girl. When D rides into Lee's lair on his mechanical steed, a bloodbath ensues.â€?Â More"
39934,"Bridges at Toko-Ri, The",1954,Mark Robson,Grace Kelly,William Holden,Mickey Rooney,Fredric March,Keiko Awaji,"Naval Reservist pilot Lt. Harry Brubaker (William Holden) is stationed on an aircraft carrier in the Sea of Japan during the Korean War. Although suffering from battle fatigue and longing to return to civilian life with his wife, Nancy (Grace Kelly), he agrees to fly a dangerous bombing mission over North Korea, with the support of his faithful rescue crew, Forney (Mickey Rooney) and Gamidge (Earl Holliman), and his sympathetic commanding officer, Commander Lee (Charles McGraw).â€?Â More"
40226,Wild Zero,2000,,,,,,,
40591,"Bohemian Life, The ",1992,,,,,,,
44597,Youth of the Beast ,1963,,,,,,,
45611,Vera Cruz,1954,Robert Aldrich,Burt Lancaster,Gary Cooper,Sara Montiel,Charles Bronson,Denise Darcel,"During the Mexican Rebellion of 1866, an unsavoury group of American adventurers are hired by Emperor Maximilian to escort to safety, a countess in a stagecoach that has gold hidden below the seat."
47084,Live and Become ,2005,,,,,,,
48159,Everyone's Hero,2006,,Jake T. Austin,Whoopi Goldberg,Brian Dennehy,William H. Macy,Rob Reiner,"A boy (Jake T. Austin) comes to a turning point in his life when he faces a critical decision: Should he take a chance and possibly become a hero, or should he play it safe? Though the odds are stacked against him, he begins a cross-country adventure to return Babe Ruth's baseball bat before the deciding game of the 1932 World Series.â€?Â More"
